date,year,month,day,weekday,hour,demand,temperature
13/09/2003,2003,9,13,7,21,14834,66
13/09/2003,2003,9,13,7,22,14100,66
13/09/2003,2003,9,13,7,23,13011,66
13/09/2003,2003,9,13,7,24,11898,66
14/09/2003,2003,9,14,1,1,10984,65
14/09/2003,2003,9,14,1,2,10412,65
14/09/2003,2003,9,14,1,3,10089,65
14/09/2003,2003,9,14,1,4,9910,65
14/09/2003,2003,9,14,1,5,9894,65
14/09/2003,2003,9,14,1,6,10075,64
14/09/2003,2003,9,14,1,7,10461,64
14/09/2003,2003,9,14,1,8,11300,65
14/09/2003,2003,9,14,1,9,12543,65
14/09/2003,2003,9,14,1,10,13604,66
14/09/2003,2003,9,14,1,11,14400,67
14/09/2003,2003,9,14,1,12,15021,69
14/09/2003,2003,9,14,1,13,15419,71
14/09/2003,2003,9,14,1,14,15567,73
14/09/2003,2003,9,14,1,15,15601,75
14/09/2003,2003,9,14,1,16,15701,76
14/09/2003,2003,9,14,1,17,15936,77
14/09/2003,2003,9,14,1,18,16154,76
14/09/2003,2003,9,14,1,19,16382,75
14/09/2003,2003,9,14,1,20,17075,74
14/09/2003,2003,9,14,1,21,16884,72
14/09/2003,2003,9,14,1,22,15716,70
14/09/2003,2003,9,14,1,23,14163,69
14/09/2003,2003,9,14,1,24,12812,69
15/09/2003,2003,9,15,2,1,11869,69
15/09/2003,2003,9,15,2,2,11359,68
15/09/2003,2003,9,15,2,3,11081,68
15/09/2003,2003,9,15,2,4,10989,67
15/09/2003,2003,9,15,2,5,11240,68
15/09/2003,2003,9,15,2,6,12352,67
15/09/2003,2003,9,15,2,7,14524,67
15/09/2003,2003,9,15,2,8,16173,67
15/09/2003,2003,9,15,2,9,17071,68
15/09/2003,2003,9,15,2,10,17761,69
15/09/2003,2003,9,15,2,11,18372,71
15/09/2003,2003,9,15,2,12,18664,73
15/09/2003,2003,9,15,2,13,18826,74
15/09/2003,2003,9,15,2,14,18980,73
15/09/2003,2003,9,15,2,15,18951,74
15/09/2003,2003,9,15,2,16,18850,74
15/09/2003,2003,9,15,2,17,18740,74
15/09/2003,2003,9,15,2,18,18593,74
15/09/2003,2003,9,15,2,19,18623,73
15/09/2003,2003,9,15,2,20,19098,72
15/09/2003,2003,9,15,2,21,18487,70
15/09/2003,2003,9,15,2,22,17052,69
15/09/2003,2003,9,15,2,23,15181,69
15/09/2003,2003,9,15,2,24,13545,68
16/09/2003,2003,9,16,3,1,12434,67
16/09/2003,2003,9,16,3,2,11838,67
16/09/2003,2003,9,16,3,3,11528,67
16/09/2003,2003,9,16,3,4,11413,67
16/09/2003,2003,9,16,3,5,11644,67
16/09/2003,2003,9,16,3,6,12771,67
16/09/2003,2003,9,16,3,7,15024,68
16/09/2003,2003,9,16,3,8,16573,68
16/09/2003,2003,9,16,3,9,17304,68
16/09/2003,2003,9,16,3,10,17823,68
16/09/2003,2003,9,16,3,11,18339,70
16/09/2003,2003,9,16,3,12,18628,72
16/09/2003,2003,9,16,3,13,18713,73
16/09/2003,2003,9,16,3,14,18851,74
16/09/2003,2003,9,16,3,15,18787,75
16/09/2003,2003,9,16,3,16,18778,77
16/09/2003,2003,9,16,3,17,18746,77
16/09/2003,2003,9,16,3,18,18431,75
16/09/2003,2003,9,16,3,19,17922,73
16/09/2003,2003,9,16,3,20,18227,70
16/09/2003,2003,9,16,3,21,17622,66
16/09/2003,2003,9,16,3,22,16163,64
16/09/2003,2003,9,16,3,23,14234,64
16/09/2003,2003,9,16,3,24,12557,62
17/09/2003,2003,9,17,4,1,11430,60
17/09/2003,2003,9,17,4,2,10787,59
17/09/2003,2003,9,17,4,3,10455,59
17/09/2003,2003,9,17,4,4,10305,58
17/09/2003,2003,9,17,4,5,10454,56
17/09/2003,2003,9,17,4,6,11438,56
17/09/2003,2003,9,17,4,7,13441,56
17/09/2003,2003,9,17,4,8,14807,55
17/09/2003,2003,9,17,4,9,15527,59
17/09/2003,2003,9,17,4,10,16150,63
17/09/2003,2003,9,17,4,11,16678,67
17/09/2003,2003,9,17,4,12,16979,70
17/09/2003,2003,9,17,4,13,17117,72
17/09/2003,2003,9,17,4,14,17317,73
17/09/2003,2003,9,17,4,15,17294,74
17/09/2003,2003,9,17,4,16,17223,74
17/09/2003,2003,9,17,4,17,17154,74
17/09/2003,2003,9,17,4,18,16886,73
17/09/2003,2003,9,17,4,19,16615,71
17/09/2003,2003,9,17,4,20,17182,67
17/09/2003,2003,9,17,4,21,16764,65
17/09/2003,2003,9,17,4,22,15434,63
17/09/2003,2003,9,17,4,23,13670,62
17/09/2003,2003,9,17,4,24,12101,61
18/09/2003,2003,9,18,5,1,11072,59
18/09/2003,2003,9,18,5,2,10500,58
18/09/2003,2003,9,18,5,3,10207,57
18/09/2003,2003,9,18,5,4,10123,57
18/09/2003,2003,9,18,5,5,10344,57
18/09/2003,2003,9,18,5,6,11378,57
18/09/2003,2003,9,18,5,7,13495,57
18/09/2003,2003,9,18,5,8,14891,57
18/09/2003,2003,9,18,5,9,15542,59
18/09/2003,2003,9,18,5,10,16060,61
18/09/2003,2003,9,18,5,11,16551,65
18/09/2003,2003,9,18,5,12,16771,69
18/09/2003,2003,9,18,5,13,16837,70
18/09/2003,2003,9,18,5,14,16918,71
18/09/2003,2003,9,18,5,15,16782,72
18/09/2003,2003,9,18,5,16,16588,71
18/09/2003,2003,9,18,5,17,16434,70
18/09/2003,2003,9,18,5,18,16214,68
18/09/2003,2003,9,18,5,19,16288,67
18/09/2003,2003,9,18,5,20,16909,65
18/09/2003,2003,9,18,5,21,16391,64
18/09/2003,2003,9,18,5,22,15198,63
18/09/2003,2003,9,18,5,23,13558,62
18/09/2003,2003,9,18,5,24,12086,62
19/09/2003,2003,9,19,6,1,11125,62
19/09/2003,2003,9,19,6,2,10635,61
19/09/2003,2003,9,19,6,3,10412,62
19/09/2003,2003,9,19,6,4,10353,62
19/09/2003,2003,9,19,6,5,10590,63
19/09/2003,2003,9,19,6,6,11685,63
19/09/2003,2003,9,19,6,7,13942,64
19/09/2003,2003,9,19,6,8,15611,65
19/09/2003,2003,9,19,6,9,16478,66
19/09/2003,2003,9,19,6,10,17103,67
19/09/2003,2003,9,19,6,11,17533,68
19/09/2003,2003,9,19,6,12,17762,69
19/09/2003,2003,9,19,6,13,17814,71
19/09/2003,2003,9,19,6,14,17940,72
19/09/2003,2003,9,19,6,15,17895,74
19/09/2003,2003,9,19,6,16,17798,73
19/09/2003,2003,9,19,6,17,17777,73
19/09/2003,2003,9,19,6,18,17617,73
19/09/2003,2003,9,19,6,19,17514,73
19/09/2003,2003,9,19,6,20,17829,73
19/09/2003,2003,9,19,6,21,17348,73
19/09/2003,2003,9,19,6,22,16408,73
19/09/2003,2003,9,19,6,23,15017,73
19/09/2003,2003,9,19,6,24,13527,72
20/09/2003,2003,9,20,7,1,12415,71
20/09/2003,2003,9,20,7,2,11751,71
20/09/2003,2003,9,20,7,3,11316,70
20/09/2003,2003,9,20,7,4,11042,69
20/09/2003,2003,9,20,7,5,11011,70
20/09/2003,2003,9,20,7,6,11289,68
20/09/2003,2003,9,20,7,7,11966,68
20/09/2003,2003,9,20,7,8,13078,67
20/09/2003,2003,9,20,7,9,14558,68
20/09/2003,2003,9,20,7,10,15664,70
20/09/2003,2003,9,20,7,11,16364,73
20/09/2003,2003,9,20,7,12,16748,75
20/09/2003,2003,9,20,7,13,16891,77
20/09/2003,2003,9,20,7,14,16892,78
20/09/2003,2003,9,20,7,15,16843,80
20/09/2003,2003,9,20,7,16,16815,80
20/09/2003,2003,9,20,7,17,16802,80
20/09/2003,2003,9,20,7,18,16674,80
20/09/2003,2003,9,20,7,19,16545,77
20/09/2003,2003,9,20,7,20,17026,74
20/09/2003,2003,9,20,7,21,16567,71
20/09/2003,2003,9,20,7,22,15621,70
20/09/2003,2003,9,20,7,23,14259,68
20/09/2003,2003,9,20,7,24,12871,67
21/09/2003,2003,9,21,1,1,11653,65
21/09/2003,2003,9,21,1,2,10864,62
21/09/2003,2003,9,21,1,3,10363,62
21/09/2003,2003,9,21,1,4,10060,61
21/09/2003,2003,9,21,1,5,9919,59
21/09/2003,2003,9,21,1,6,10001,58
21/09/2003,2003,9,21,1,7,10269,58
21/09/2003,2003,9,21,1,8,10955,57
21/09/2003,2003,9,21,1,9,12178,59
21/09/2003,2003,9,21,1,10,13157,63
21/09/2003,2003,9,21,1,11,13721,66
21/09/2003,2003,9,21,1,12,14076,68
21/09/2003,2003,9,21,1,13,14298,69
21/09/2003,2003,9,21,1,14,14308,71
21/09/2003,2003,9,21,1,15,14240,72
21/09/2003,2003,9,21,1,16,14240,72
21/09/2003,2003,9,21,1,17,14389,72
21/09/2003,2003,9,21,1,18,14579,71
21/09/2003,2003,9,21,1,19,14811,70
21/09/2003,2003,9,21,1,20,15594,66
21/09/2003,2003,9,21,1,21,15194,64
21/09/2003,2003,9,21,1,22,14051,63
21/09/2003,2003,9,21,1,23,12637,61
21/09/2003,2003,9,21,1,24,11422,60
22/09/2003,2003,9,22,2,1,10528,60
22/09/2003,2003,9,22,2,2,10086,60
22/09/2003,2003,9,22,2,3,9867,59
22/09/2003,2003,9,22,2,4,9806,58
22/09/2003,2003,9,22,2,5,10055,58
22/09/2003,2003,9,22,2,6,11142,57
22/09/2003,2003,9,22,2,7,13257,56
22/09/2003,2003,9,22,2,8,14731,56
22/09/2003,2003,9,22,2,9,15489,58
22/09/2003,2003,9,22,2,10,16073,61
22/09/2003,2003,9,22,2,11,16592,63
22/09/2003,2003,9,22,2,12,16851,66
22/09/2003,2003,9,22,2,13,16927,68
22/09/2003,2003,9,22,2,14,16991,70
22/09/2003,2003,9,22,2,15,16873,71
22/09/2003,2003,9,22,2,16,16708,70
22/09/2003,2003,9,22,2,17,16650,70
22/09/2003,2003,9,22,2,18,16539,69
22/09/2003,2003,9,22,2,19,16727,67
22/09/2003,2003,9,22,2,20,17296,66
22/09/2003,2003,9,22,2,21,16587,64
22/09/2003,2003,9,22,2,22,15257,64
22/09/2003,2003,9,22,2,23,13569,63
22/09/2003,2003,9,22,2,24,12073,63
23/09/2003,2003,9,23,3,1,11075,62
23/09/2003,2003,9,23,3,2,10528,62
23/09/2003,2003,9,23,3,3,10283,62
23/09/2003,2003,9,23,3,4,10223,62
23/09/2003,2003,9,23,3,5,10488,62
23/09/2003,2003,9,23,3,6,11614,62
23/09/2003,2003,9,23,3,7,13903,62
23/09/2003,2003,9,23,3,8,15517,63
23/09/2003,2003,9,23,3,9,16220,64
23/09/2003,2003,9,23,3,10,16706,66
23/09/2003,2003,9,23,3,11,17134,67
23/09/2003,2003,9,23,3,12,17337,69
23/09/2003,2003,9,23,3,13,17346,69
23/09/2003,2003,9,23,3,14,17376,69
23/09/2003,2003,9,23,3,15,17292,69
23/09/2003,2003,9,23,3,16,17256,69
23/09/2003,2003,9,23,3,17,17348,69
23/09/2003,2003,9,23,3,18,17287,68
23/09/2003,2003,9,23,3,19,17124,68
23/09/2003,2003,9,23,3,20,17499,66
23/09/2003,2003,9,23,3,21,16771,66
23/09/2003,2003,9,23,3,22,15421,64
23/09/2003,2003,9,23,3,23,13603,62
23/09/2003,2003,9,23,3,24,12047,60
24/09/2003,2003,9,24,4,1,10963,59
24/09/2003,2003,9,24,4,2,10386,58
24/09/2003,2003,9,24,4,3,10067,56
24/09/2003,2003,9,24,4,4,9934,55
24/09/2003,2003,9,24,4,5,10125,54
24/09/2003,2003,9,24,4,6,11147,54
24/09/2003,2003,9,24,4,7,13286,53
24/09/2003,2003,9,24,4,8,14633,53
24/09/2003,2003,9,24,4,9,15277,56
24/09/2003,2003,9,24,4,10,15771,59
24/09/2003,2003,9,24,4,11,16193,63
24/09/2003,2003,9,24,4,12,16408,66
24/09/2003,2003,9,24,4,13,16482,68
24/09/2003,2003,9,24,4,14,16598,70
24/09/2003,2003,9,24,4,15,16564,71
24/09/2003,2003,9,24,4,16,16489,71
24/09/2003,2003,9,24,4,17,16448,71
24/09/2003,2003,9,24,4,18,16292,71
24/09/2003,2003,9,24,4,19,16272,69
24/09/2003,2003,9,24,4,20,16910,66
24/09/2003,2003,9,24,4,21,16314,63
24/09/2003,2003,9,24,4,22,15021,60
24/09/2003,2003,9,24,4,23,13319,59
24/09/2003,2003,9,24,4,24,11833,58
25/09/2003,2003,9,25,5,1,10846,58
25/09/2003,2003,9,25,5,2,10318,57
25/09/2003,2003,9,25,5,3,10039,57
25/09/2003,2003,9,25,5,4,9944,56
25/09/2003,2003,9,25,5,5,10153,56
25/09/2003,2003,9,25,5,6,11207,57
25/09/2003,2003,9,25,5,7,13343,56
25/09/2003,2003,9,25,5,8,14732,57
25/09/2003,2003,9,25,5,9,15430,59
25/09/2003,2003,9,25,5,10,15992,62
25/09/2003,2003,9,25,5,11,16458,66
25/09/2003,2003,9,25,5,12,16696,69
25/09/2003,2003,9,25,5,13,16771,71
25/09/2003,2003,9,25,5,14,16917,72
25/09/2003,2003,9,25,5,15,16880,74
25/09/2003,2003,9,25,5,16,16802,73
25/09/2003,2003,9,25,5,17,16755,73
25/09/2003,2003,9,25,5,18,16589,72
25/09/2003,2003,9,25,5,19,16737,70
25/09/2003,2003,9,25,5,20,17310,68
25/09/2003,2003,9,25,5,21,16626,67
25/09/2003,2003,9,25,5,22,15444,66
25/09/2003,2003,9,25,5,23,13792,65
25/09/2003,2003,9,25,5,24,12310,64
26/09/2003,2003,9,26,6,1,11264,64
26/09/2003,2003,9,26,6,2,10722,63
26/09/2003,2003,9,26,6,3,10441,63
26/09/2003,2003,9,26,6,4,10325,62
26/09/2003,2003,9,26,6,5,10505,61
26/09/2003,2003,9,26,6,6,11497,61
26/09/2003,2003,9,26,6,7,13642,60
26/09/2003,2003,9,26,6,8,15162,59
26/09/2003,2003,9,26,6,9,15795,59
26/09/2003,2003,9,26,6,10,16149,58
26/09/2003,2003,9,26,6,11,16415,59
26/09/2003,2003,9,26,6,12,16449,59
26/09/2003,2003,9,26,6,13,16337,59
26/09/2003,2003,9,26,6,14,16311,60
26/09/2003,2003,9,26,6,15,16162,61
26/09/2003,2003,9,26,6,16,16000,61
26/09/2003,2003,9,26,6,17,15897,61
26/09/2003,2003,9,26,6,18,15759,61
26/09/2003,2003,9,26,6,19,15944,60
26/09/2003,2003,9,26,6,20,16109,60
26/09/2003,2003,9,26,6,21,15489,59
26/09/2003,2003,9,26,6,22,14506,59
26/09/2003,2003,9,26,6,23,13240,59
26/09/2003,2003,9,26,6,24,11912,59
27/09/2003,2003,9,27,7,1,10884,59
27/09/2003,2003,9,27,7,2,10287,60
27/09/2003,2003,9,27,7,3,9973,60
27/09/2003,2003,9,27,7,4,9802,60
27/09/2003,2003,9,27,7,5,9817,60
27/09/2003,2003,9,27,7,6,10153,60
27/09/2003,2003,9,27,7,7,10951,60
27/09/2003,2003,9,27,7,8,12022,60
27/09/2003,2003,9,27,7,9,13374,61
27/09/2003,2003,9,27,7,10,14298,62
27/09/2003,2003,9,27,7,11,14808,63
27/09/2003,2003,9,27,7,12,14945,65
27/09/2003,2003,9,27,7,13,14974,66
27/09/2003,2003,9,27,7,14,14896,68
27/09/2003,2003,9,27,7,15,14806,70
27/09/2003,2003,9,27,7,16,14776,72
27/09/2003,2003,9,27,7,17,14812,74
27/09/2003,2003,9,27,7,18,14859,73
27/09/2003,2003,9,27,7,19,15132,71
27/09/2003,2003,9,27,7,20,15650,69
27/09/2003,2003,9,27,7,21,15186,68
27/09/2003,2003,9,27,7,22,14377,66
27/09/2003,2003,9,27,7,23,13270,66
27/09/2003,2003,9,27,7,24,12164,66
28/09/2003,2003,9,28,1,1,11181,65
28/09/2003,2003,9,28,1,2,10580,65
28/09/2003,2003,9,28,1,3,10220,66
28/09/2003,2003,9,28,1,4,10023,66
28/09/2003,2003,9,28,1,5,9979,65
28/09/2003,2003,9,28,1,6,10172,65
28/09/2003,2003,9,28,1,7,10578,65
28/09/2003,2003,9,28,1,8,11308,65
28/09/2003,2003,9,28,1,9,12556,66
28/09/2003,2003,9,28,1,10,13614,67
28/09/2003,2003,9,28,1,11,14339,66
28/09/2003,2003,9,28,1,12,14759,66
28/09/2003,2003,9,28,1,13,14960,67
28/09/2003,2003,9,28,1,14,14935,68
28/09/2003,2003,9,28,1,15,14793,67
28/09/2003,2003,9,28,1,16,14747,67
28/09/2003,2003,9,28,1,17,14923,67
28/09/2003,2003,9,28,1,18,15206,65
28/09/2003,2003,9,28,1,19,15637,65
28/09/2003,2003,9,28,1,20,15970,64
28/09/2003,2003,9,28,1,21,15401,64
28/09/2003,2003,9,28,1,22,14291,63
28/09/2003,2003,9,28,1,23,12922,62
28/09/2003,2003,9,28,1,24,11661,61
29/09/2003,2003,9,29,2,1,10701,60
29/09/2003,2003,9,29,2,2,10161,58
29/09/2003,2003,9,29,2,3,9888,57
29/09/2003,2003,9,29,2,4,9786,56
29/09/2003,2003,9,29,2,5,9985,55
29/09/2003,2003,9,29,2,6,11035,53
29/09/2003,2003,9,29,2,7,13137,53
29/09/2003,2003,9,29,2,8,14483,53
29/09/2003,2003,9,29,2,9,15160,55
29/09/2003,2003,9,29,2,10,15685,57
29/09/2003,2003,9,29,2,11,16107,60
29/09/2003,2003,9,29,2,12,16300,63
29/09/2003,2003,9,29,2,13,16344,65
29/09/2003,2003,9,29,2,14,16348,65
29/09/2003,2003,9,29,2,15,16133,64
29/09/2003,2003,9,29,2,16,15978,64
29/09/2003,2003,9,29,2,17,15942,63
29/09/2003,2003,9,29,2,18,15986,61
29/09/2003,2003,9,29,2,19,16262,59
29/09/2003,2003,9,29,2,20,16662,57
29/09/2003,2003,9,29,2,21,15924,54
29/09/2003,2003,9,29,2,22,14607,54
29/09/2003,2003,9,29,2,23,12924,53
29/09/2003,2003,9,29,2,24,11464,52
30/09/2003,2003,9,30,3,1,10487,52
30/09/2003,2003,9,30,3,2,9978,51
30/09/2003,2003,9,30,3,3,9740,50
30/09/2003,2003,9,30,3,4,9654,49
30/09/2003,2003,9,30,3,5,9878,49
30/09/2003,2003,9,30,3,6,10896,48
30/09/2003,2003,9,30,3,7,13058,47
30/09/2003,2003,9,30,3,8,14388,47
30/09/2003,2003,9,30,3,9,14888,49
30/09/2003,2003,9,30,3,10,15214,52
30/09/2003,2003,9,30,3,11,15473,55
30/09/2003,2003,9,30,3,12,15559,58
30/09/2003,2003,9,30,3,13,15537,60
30/09/2003,2003,9,30,3,14,15578,61
30/09/2003,2003,9,30,3,15,15478,62
30/09/2003,2003,9,30,3,16,15389,62
30/09/2003,2003,9,30,3,17,15398,62
30/09/2003,2003,9,30,3,18,15428,62
30/09/2003,2003,9,30,3,19,15828,59
30/09/2003,2003,9,30,3,20,16402,57
30/09/2003,2003,9,30,3,21,15738,54
30/09/2003,2003,9,30,3,22,14488,52
30/09/2003,2003,9,30,3,23,12782,50
30/09/2003,2003,9,30,3,24,11370,49
01/10/2003,2003,10,1,4,1,10391,49
01/10/2003,2003,10,1,4,2,9913,48
01/10/2003,2003,10,1,4,3,9692,47
01/10/2003,2003,10,1,4,4,9616,46
01/10/2003,2003,10,1,4,5,9846,45
01/10/2003,2003,10,1,4,6,10915,45
01/10/2003,2003,10,1,4,7,13189,45
01/10/2003,2003,10,1,4,8,14625,46
01/10/2003,2003,10,1,4,9,15159,48
01/10/2003,2003,10,1,4,10,15413,49
01/10/2003,2003,10,1,4,11,15569,51
01/10/2003,2003,10,1,4,12,15581,53
01/10/2003,2003,10,1,4,13,15505,55
01/10/2003,2003,10,1,4,14,15489,56
01/10/2003,2003,10,1,4,15,15349,58
01/10/2003,2003,10,1,4,16,15220,58
01/10/2003,2003,10,1,4,17,15314,58
01/10/2003,2003,10,1,4,18,15520,58
01/10/2003,2003,10,1,4,19,16131,56
01/10/2003,2003,10,1,4,20,16514,54
01/10/2003,2003,10,1,4,21,15864,53
01/10/2003,2003,10,1,4,22,14609,51
01/10/2003,2003,10,1,4,23,13036,51
01/10/2003,2003,10,1,4,24,11604,51
02/10/2003,2003,10,2,5,1,10648,51
02/10/2003,2003,10,2,5,2,10161,49
02/10/2003,2003,10,2,5,3,9896,50
02/10/2003,2003,10,2,5,4,9758,49
02/10/2003,2003,10,2,5,5,9961,49
02/10/2003,2003,10,2,5,6,11031,48
02/10/2003,2003,10,2,5,7,13307,48
02/10/2003,2003,10,2,5,8,14698,46
02/10/2003,2003,10,2,5,9,15124,47
02/10/2003,2003,10,2,5,10,15384,50
02/10/2003,2003,10,2,5,11,15588,52
02/10/2003,2003,10,2,5,12,15607,55
02/10/2003,2003,10,2,5,13,15524,57
02/10/2003,2003,10,2,5,14,15500,58
02/10/2003,2003,10,2,5,15,15324,59
02/10/2003,2003,10,2,5,16,15196,56
02/10/2003,2003,10,2,5,17,15315,54
02/10/2003,2003,10,2,5,18,15577,51
02/10/2003,2003,10,2,5,19,16083,48
02/10/2003,2003,10,2,5,20,16473,47
02/10/2003,2003,10,2,5,21,15795,45
02/10/2003,2003,10,2,5,22,14654,44
02/10/2003,2003,10,2,5,23,13047,43
02/10/2003,2003,10,2,5,24,11641,42
03/10/2003,2003,10,3,6,1,10665,41
03/10/2003,2003,10,3,6,2,10196,41
03/10/2003,2003,10,3,6,3,9989,40
03/10/2003,2003,10,3,6,4,9965,40
03/10/2003,2003,10,3,6,5,10211,39
03/10/2003,2003,10,3,6,6,11320,38
03/10/2003,2003,10,3,6,7,13581,37
03/10/2003,2003,10,3,6,8,14958,37
03/10/2003,2003,10,3,6,9,15342,39
03/10/2003,2003,10,3,6,10,15467,43
03/10/2003,2003,10,3,6,11,15529,46
03/10/2003,2003,10,3,6,12,15446,48
03/10/2003,2003,10,3,6,13,15251,51
03/10/2003,2003,10,3,6,14,15161,53
03/10/2003,2003,10,3,6,15,14921,54
03/10/2003,2003,10,3,6,16,14692,55
03/10/2003,2003,10,3,6,17,14597,55
03/10/2003,2003,10,3,6,18,14643,55
03/10/2003,2003,10,3,6,19,15224,52
03/10/2003,2003,10,3,6,20,15575,50
03/10/2003,2003,10,3,6,21,15072,47
03/10/2003,2003,10,3,6,22,14204,47
03/10/2003,2003,10,3,6,23,12993,46
03/10/2003,2003,10,3,6,24,11681,45
04/10/2003,2003,10,4,7,1,10719,45
04/10/2003,2003,10,4,7,2,10208,44
04/10/2003,2003,10,4,7,3,9927,44
04/10/2003,2003,10,4,7,4,9797,43
04/10/2003,2003,10,4,7,5,9845,43
04/10/2003,2003,10,4,7,6,10214,43
04/10/2003,2003,10,4,7,7,11004,44
04/10/2003,2003,10,4,7,8,12028,45
04/10/2003,2003,10,4,7,9,13235,48
04/10/2003,2003,10,4,7,10,14039,51
04/10/2003,2003,10,4,7,11,14387,52
04/10/2003,2003,10,4,7,12,14444,53
04/10/2003,2003,10,4,7,13,14316,55
04/10/2003,2003,10,4,7,14,14101,56
04/10/2003,2003,10,4,7,15,13886,57
04/10/2003,2003,10,4,7,16,13842,57
04/10/2003,2003,10,4,7,17,14045,57
04/10/2003,2003,10,4,7,18,14455,56
04/10/2003,2003,10,4,7,19,14873,56
04/10/2003,2003,10,4,7,20,14750,54
04/10/2003,2003,10,4,7,21,14198,53
04/10/2003,2003,10,4,7,22,13413,52
04/10/2003,2003,10,4,7,23,12381,51
04/10/2003,2003,10,4,7,24,11332,50
05/10/2003,2003,10,5,1,1,10368,48
05/10/2003,2003,10,5,1,2,9791,47
05/10/2003,2003,10,5,1,3,9508,45
05/10/2003,2003,10,5,1,4,9380,44
05/10/2003,2003,10,5,1,5,9372,43
05/10/2003,2003,10,5,1,6,9608,43
05/10/2003,2003,10,5,1,7,10100,41
05/10/2003,2003,10,5,1,8,10835,41
05/10/2003,2003,10,5,1,9,11921,42
05/10/2003,2003,10,5,1,10,12705,45
05/10/2003,2003,10,5,1,11,13046,49
05/10/2003,2003,10,5,1,12,13126,52
05/10/2003,2003,10,5,1,13,13107,54
05/10/2003,2003,10,5,1,14,12939,55
05/10/2003,2003,10,5,1,15,12751,56
05/10/2003,2003,10,5,1,16,12705,56
05/10/2003,2003,10,5,1,17,12907,56
05/10/2003,2003,10,5,1,18,13390,55
05/10/2003,2003,10,5,1,19,14296,53
05/10/2003,2003,10,5,1,20,14856,50
05/10/2003,2003,10,5,1,21,14377,47
05/10/2003,2003,10,5,1,22,13382,44
05/10/2003,2003,10,5,1,23,12127,44
05/10/2003,2003,10,5,1,24,10984,44
06/10/2003,2003,10,6,2,1,10182,42
06/10/2003,2003,10,6,2,2,9817,41
06/10/2003,2003,10,6,2,3,9694,40
06/10/2003,2003,10,6,2,4,9711,40
06/10/2003,2003,10,6,2,5,10033,40
06/10/2003,2003,10,6,2,6,11192,39
06/10/2003,2003,10,6,2,7,13410,37
06/10/2003,2003,10,6,2,8,14824,38
06/10/2003,2003,10,6,2,9,15365,40
06/10/2003,2003,10,6,2,10,15605,45
06/10/2003,2003,10,6,2,11,15756,49
06/10/2003,2003,10,6,2,12,15694,51
06/10/2003,2003,10,6,2,13,15585,53
06/10/2003,2003,10,6,2,14,15514,54
06/10/2003,2003,10,6,2,15,15295,56
06/10/2003,2003,10,6,2,16,15133,55
06/10/2003,2003,10,6,2,17,15178,56
06/10/2003,2003,10,6,2,18,15450,55
06/10/2003,2003,10,6,2,19,16233,53
06/10/2003,2003,10,6,2,20,16645,49
06/10/2003,2003,10,6,2,21,15978,46
06/10/2003,2003,10,6,2,22,14781,46
06/10/2003,2003,10,6,2,23,13273,44
06/10/2003,2003,10,6,2,24,11969,42
07/10/2003,2003,10,7,3,1,10921,41
07/10/2003,2003,10,7,3,2,10388,39
07/10/2003,2003,10,7,3,3,10184,40
07/10/2003,2003,10,7,3,4,10149,38
07/10/2003,2003,10,7,3,5,10436,37
07/10/2003,2003,10,7,3,6,11562,36
07/10/2003,2003,10,7,3,7,13835,36
07/10/2003,2003,10,7,3,8,15174,36
07/10/2003,2003,10,7,3,9,15499,38
07/10/2003,2003,10,7,3,10,15577,44
07/10/2003,2003,10,7,3,11,15654,48
07/10/2003,2003,10,7,3,12,15595,52
07/10/2003,2003,10,7,3,13,15451,55
07/10/2003,2003,10,7,3,14,15407,57
07/10/2003,2003,10,7,3,15,15217,59
07/10/2003,2003,10,7,3,16,15077,60
07/10/2003,2003,10,7,3,17,15142,60
07/10/2003,2003,10,7,3,18,15342,60
07/10/2003,2003,10,7,3,19,16138,57
07/10/2003,2003,10,7,3,20,16543,54
07/10/2003,2003,10,7,3,21,15903,52
07/10/2003,2003,10,7,3,22,14691,50
07/10/2003,2003,10,7,3,23,13031,49
07/10/2003,2003,10,7,3,24,11636,49
08/10/2003,2003,10,8,4,1,10694,48
08/10/2003,2003,10,8,4,2,10210,47
08/10/2003,2003,10,8,4,3,10005,45
08/10/2003,2003,10,8,4,4,9955,47
08/10/2003,2003,10,8,4,5,10229,45
08/10/2003,2003,10,8,4,6,11341,45
08/10/2003,2003,10,8,4,7,13628,44
08/10/2003,2003,10,8,4,8,14940,44
08/10/2003,2003,10,8,4,9,15275,46
08/10/2003,2003,10,8,4,10,15466,52
08/10/2003,2003,10,8,4,11,15690,57
08/10/2003,2003,10,8,4,12,15785,61
08/10/2003,2003,10,8,4,13,15749,66
08/10/2003,2003,10,8,4,14,15768,69
08/10/2003,2003,10,8,4,15,15652,70
08/10/2003,2003,10,8,4,16,15579,71
08/10/2003,2003,10,8,4,17,15583,71
08/10/2003,2003,10,8,4,18,15664,70
08/10/2003,2003,10,8,4,19,16359,67
08/10/2003,2003,10,8,4,20,16743,63
08/10/2003,2003,10,8,4,21,16063,62
08/10/2003,2003,10,8,4,22,14812,60
08/10/2003,2003,10,8,4,23,13248,60
08/10/2003,2003,10,8,4,24,11861,59
09/10/2003,2003,10,9,5,1,10768,57
09/10/2003,2003,10,9,5,2,10206,57
09/10/2003,2003,10,9,5,3,9950,56
